tweet_id,username,name,verified,date,text,likes,retweets,hashtags,mentions,cashtags,urls,is_retweet
1913795653299302472,elonmusk,Elon Musk,No,2025-04-20T03:23:35+00:00,It’s awesome,37710,10138,,,,,No
1519480761749016577,elonmusk,Elon Musk,No,2022-04-28T00:56:58+00:00,Next I’m buying Coca-Cola to put the cocaine back in,4351732,605894,,,,,No
1812258574049157405,elonmusk,Elon Musk,No,2024-07-13T22:51:28+00:00,https://t.co/6eOgN9UdOy,3370389,404587,,,,https://t.co/6eOgN9UdOy,No
1518623997054918657,elonmusk,Elon Musk,No,2022-04-25T16:12:30+00:00,"I hope that even my worst critics remain on Twitter, because that is what free speech means",2956201,330232,,,,,No
1854026234339938528,elonmusk,Elon Musk,No,2024-11-06T05:01:15+00:00,🇺🇸🇺🇸The future is gonna be so 🔥 🇺🇸🇺🇸 https://t.co/x56cqb6oT5,2642426,212750,,,,https://t.co/x56cqb6oT5,No
