ticker,timestamp,open,high,low,close,volume
AAPL,2025-04-24 19:30:00,208.3000,208.5700,207.4200,207.9100,38460
AAPL,2025-04-24 19:00:00,208.1300,208.5000,207.9000,208.3400,15605
AAPL,2025-04-24 18:30:00,208.0100,208.3700,207.8000,208.2000,19771
AAPL,2025-04-24 18:00:00,208.6000,246.7500,207.5200,208.1600,74951
AAPL,2025-04-24 17:30:00,208.7100,208.7700,208.5400,208.7000,21013
AAPL,2025-04-24 17:00:00,208.5400,221.3281,208.5400,208.7100,54558
AAPL,2025-04-24 16:30:00,208.4000,222.7932,196.6360,208.6890,266733
AAPL,2025-04-24 16:00:00,208.2100,208.9300,208.0800,208.4009,26381368
AAPL,2025-04-24 15:30:00,207.1100,208.8299,207.0800,208.2000,5784471
AAPL,2025-04-24 15:00:00,207.8500,207.9000,207.0300,207.1000,1809370
AAPL,2025-04-24 14:30:00,207.3000,208.1000,207.2900,207.8600,2028171
AAPL,2025-04-24 14:00:00,207.4400,207.7900,207.0575,207.2890,1373476
AAPL,2025-04-24 13:30:00,206.9200,207.4800,206.5500,207.4500,1313595
AAPL,2025-04-24 13:00:00,206.5400,207.0300,206.0900,206.9050,1430916
AAPL,2025-04-24 12:30:00,206.3000,206.7100,205.8200,206.5400,1111596
AAPL,2025-04-24 12:00:00,206.1100,206.7700,205.6500,206.3000,2528736
AAPL,2025-04-24 11:30:00,205.8850,206.7150,205.5801,206.0950,1932889
AAPL,2025-04-24 11:00:00,205.9600,206.4800,205.4800,205.9250,1846800
AAPL,2025-04-24 10:30:00,206.2900,206.6600,205.1901,205.9550,2416085
AAPL,2025-04-24 10:00:00,205.5700,206.3500,205.3600,206.3200,2836747
AAPL,2025-04-24 09:30:00,204.8900,205.6400,202.9400,205.5900,4966823
AAPL,2025-04-24 09:00:00,204.2800,205.2000,203.7400,205.0000,144333
AAPL,2025-04-24 08:30:00,204.0900,204.7100,203.8801,204.2200,79140
AAPL,2025-04-24 08:00:00,203.6700,204.6000,201.6800,204.0000,123534
AAPL,2025-04-24 07:30:00,203.6500,204.4300,203.2400,203.6600,46053
AAPL,2025-04-24 07:00:00,204.0700,204.1600,203.5200,203.6500,59682
AAPL,2025-04-24 06:30:00,202.5300,204.4500,202.5300,204.0600,69728
AAPL,2025-04-24 06:00:00,202.4500,202.6900,202.2400,202.5000,33494
AAPL,2025-04-24 05:30:00,202.3100,202.6200,202.0500,202.4300,14165
AAPL,2025-04-24 05:00:00,201.9700,202.4600,201.5000,202.3200,18398
AAPL,2025-04-24 04:30:00,201.8500,202.0500,201.6500,201.9600,18604
AAPL,2025-04-24 04:00:00,203.8700,203.8700,201.8200,201.8500,26694
AAPL,2025-04-23 19:30:00,204.0200,204.4600,203.6200,204.4598,14651
AAPL,2025-04-23 19:00:00,203.9400,204.4800,203.8000,204.0900,22296
AAPL,2025-04-23 18:30:00,203.6700,204.1000,203.5000,203.9452,23477
AAPL,2025-04-23 18:00:00,204.0000,204.6000,203.3300,203.6500,22275
AAPL,2025-04-23 17:30:00,204.2900,204.4500,203.9300,204.0001,17813
AAPL,2025-04-23 17:00:00,204.3500,204.7500,204.2552,204.2982,25299
AAPL,2025-04-23 16:30:00,205.2500,217.4513,194.2700,204.3500,748604
AAPL,2025-04-23 16:00:00,204.3200,205.7300,194.2700,205.1900,15061620
AAPL,2025-04-23 15:30:00,204.0309,205.7500,203.6100,204.3600,5423881
AAPL,2025-04-23 15:00:00,204.7200,205.1700,203.6567,204.0100,2175940
AAPL,2025-04-23 14:30:00,204.4700,205.1000,204.2400,204.7400,1410902
AAPL,2025-04-23 14:00:00,205.3900,205.5400,204.2500,204.4824,1630663
AAPL,2025-04-23 13:30:00,204.9900,206.5000,204.2118,205.3901,1425894
AAPL,2025-04-23 13:00:00,204.7500,206.0000,203.8300,204.9400,1596371
AAPL,2025-04-23 12:30:00,204.1250,204.9550,203.5184,204.7600,1554309
AAPL,2025-04-23 12:00:00,204.2700,204.3600,202.7990,204.1100,2021029
AAPL,2025-04-23 11:30:00,204.6250,205.4200,203.6501,204.2700,3767514
AAPL,2025-04-23 11:00:00,206.9300,207.5700,204.0600,204.6300,4579445
AAPL,2025-04-23 10:30:00,206.8100,207.9500,206.6600,206.9000,2872551
AAPL,2025-04-23 10:00:00,207.3234,208.0000,205.6200,206.8162,3684869
AAPL,2025-04-23 09:30:00,206.0000,207.6300,204.6301,207.3800,10241536
AAPL,2025-04-23 09:00:00,206.8700,207.1488,206.0000,206.0000,327214
AAPL,2025-04-23 08:30:00,206.0000,207.0000,180.0000,206.8800,134660
AAPL,2025-04-23 08:00:00,206.2400,206.7280,199.7400,206.0800,271582
AAPL,2025-04-23 07:30:00,205.9000,206.1400,205.4700,205.8000,82020
AAPL,2025-04-23 07:00:00,206.2600,206.7300,205.7000,205.8500,98944
AAPL,2025-04-23 06:30:00,205.5800,206.4700,205.5200,206.2900,80529
AAPL,2025-04-23 06:00:00,205.1800,205.6900,205.1300,205.5800,37944
AAPL,2025-04-23 05:30:00,205.3900,205.5000,204.6800,205.1500,47459
AAPL,2025-04-23 05:00:00,205.4300,205.7300,205.3000,205.3100,35063
AAPL,2025-04-23 04:30:00,204.8700,205.7700,204.8700,205.3900,49156
AAPL,2025-04-23 04:00:00,204.7000,205.4300,204.0000,204.8400,63993
AAPL,2025-04-22 19:30:00,205.3000,205.3000,199.7400,205.1700,66355
AAPL,2025-04-22 19:00:00,205.3700,205.7500,204.7000,205.1800,92375
AAPL,2025-04-22 18:30:00,204.7000,205.5000,204.3000,205.3500,109767
AAPL,2025-04-22 18:00:00,204.9100,205.7500,203.4000,204.7000,165737
AAPL,2025-04-22 17:30:00,203.2200,205.0000,203.0300,204.9100,281778
AAPL,2025-04-22 17:00:00,199.8000,203.4900,172.4200,203.1184,390970
AAPL,2025-04-22 16:30:00,199.6000,213.7005,197.2914,199.8300,158343
AAPL,2025-04-22 16:00:00,199.5400,200.0100,186.2500,199.6900,15480130
AAPL,2025-04-22 15:30:00,198.6300,199.8900,198.0000,199.5600,5543208
AAPL,2025-04-22 15:00:00,200.1400,200.4200,198.5600,198.6202,2128871
AAPL,2025-04-22 14:30:00,199.8800,200.5000,199.8000,200.1500,4853761
AAPL,2025-04-22 14:00:00,198.2500,200.0100,198.1024,199.8900,1731694
AAPL,2025-04-22 13:30:00,198.5300,199.2600,198.1100,198.2512,2134292
AAPL,2025-04-22 13:00:00,200.6050,201.0100,198.3203,198.5400,3384048
AAPL,2025-04-22 12:30:00,201.4000,201.5900,200.2704,200.5901,2826588
AAPL,2025-04-22 12:00:00,199.3400,201.5500,199.0200,201.3800,4693577
AAPL,2025-04-22 11:30:00,198.8250,199.3800,197.8600,199.3300,2292186
AAPL,2025-04-22 11:00:00,199.3100,199.5500,198.7700,198.8300,2446470
